Recipe ID,Recipe Name,Recipe Information,ingredients,Image URL,,
290,Chinna Vengaya Puli Kuzhambu Recipe (Spicy Tangy Baby Onion Curry),"To begin making Chinna Vengaya Puli Kuzhambu Recipe, heat oil in a saucepan; add mustard, fenugreek, curry leaves and allow them to crackle.
Add the onions and saute until the onions are slightly tender and browned.
Once the onions are roasted add the tamarind water, 1/2 cup of water, sambar powder and salt.
Bring the mixture to a boiling point.
Then simmer the mixture for about 15 minutes.
The Kuzhambu should be of pouring consistency, as well as should have a slight pulpiness to it.
Adjust the thickness by adding a little water if required.
But personally we like it a little pulpy.A lot of families along dissolve a teaspoon of rice flour into the water and add it as a thickening agent to the Chinna Vengaya Puli Kuzhambu.
But personally I feel that the Kuzhambu tastes delicious in its original form when it thickens naturally when simmered.Once done, turn off he heat and the Chinna Vengaya Puli Kuzhambu is ready to be served.Serve the Chinna Vengaya Puli Kuzhambu along with hot with plain rice and a vegetable.
It also be savored with rava dosa's, ragi idli's and even sometimes a slice of bread or parathas.","tamarind water, sambar ",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Vengayam_Puli_Kuzhambu_Recipe_Small_Onion_Tangy_Spicy_Curry-3.jpg,,
291,Arachuvitta Sambar Recipe - Sambar With Fresh Ground Spices,"To begin making the Arachuvitta Sambar Recipe, cook the toor dal in a pressure cooker adding 2 cups of water until you hear couple of whistles.
After a couple of whistles, turn the heat to low and simmer for 3 to 4 minutes.
Once done, turn off the heat and allow the pressure to release naturally.
Once the pressure is released open the cooker and whisk the dal until smooth.
Keep this aside.Prepare the tamarind water according to the recipe and keep it aside.
Cut the vegetables and keep aside.Next we will roast the spices for the Arachuvitta sambar recipe.In a small skillet, bengal gram dal and the urad dal; roast them on a medium heat until the dal is well roasted and has turned browned.It's important to roast on low to medium heat to it does not brown too fast.Once it's roasted, add the coriander seeds, methi seeds and red chilies and roast for about a minute until you smell the aroma.Finally, add the grated coconut and roast until the aroma comes through and turn off the heat.Allow the roasted sambar spice mixture to cool a bit.
Once cooled, grind the mixture in a mixer grinder to make a powder.
Keep this aside.The next step is to cook the vegetables.
Into a pressure cooker, add the prepared tamarind water, the cut carrots, radish, drumstick, onions, turmeric powder, salt and the ground sambar powder.
Pressure cook for a couple of whistles and turn off the heat.Once the pressure is released, add the cooked dal into the tamarind water.
Stir well to combine.Check the salt and adjust to suit your taste.
Give the Arachuvitta Sambar a brisk boil for a couple of minutes.
Adjust the consistency of the Sambar by adding water and then simmering for a few more minutes.Once done, turn off the heat and stir in the chopped coriander leaves and transfer the Arachuvitta Sambar a serving bowl.The final step is the tadka for the sambar.
In a small Tadka Pan, add the sesame oil  and allow it to heat up a little.
Once the oil is hot, add the mustard seeds, curry leaves and allow it to crackle.
Finally add the asafoetida powder to oil and stir.
Turn off the heat.Add this tadka to the Arachuvitta Sambar, stir and serve hot.Serve the Arachuvitta Sambar along with Steamed Rice, topped with ghee and a vegetable like Andhra Style Pavakkai Curry, Avarakkai Poriyal or Masala Roasted Baby Potatoes for a lunch or dinner.
You can also combine it along with rice and make it into a One Pot Meal - like Sambar Sadam (Rice) and serve it with Tomato Onion Cucumber Raita.","tomato, toor dal , tamarind water, coconut,  carrot, drumstick, onion,urad dal, mooli mullangi, chana dal",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Arachuvitta_Sambar_Recipe_Homemade_Traditional_South_Indian_Sambar-2_1600.jpg,,
292, Rabodi Ki Sabzi (Recipe In Hindi),"To make Rabodi vegetable, first cut it into small pieces.
Pour them in hot water and soak for 1 to 2 hours till they become soft.
Now heat the oil in a pan.
Add cumin seeds and let it cook for 15 seconds.
After 15 seconds, add onion and green chilies and let it cook till the onion becomes soft.
After the onion becomes soft, add red chili powder, turmeric powder, coriander powder, salt and mix it.
Now add the beaten yogurt and mix it.
Let it cook on low heat and keep stirring the vegetables.
After 3 to 5 minutes, add Rabodi to it.
Remove the Rabodi from the water and put it in the pan.
Cook for 5 to 7 minutes and then garnish with green coriander.
Serve Rabodi Ki Sabzi along with Spinach Raita and Phulka for dinner.","curd, onion, rabodi",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Rabodi_Ki_Sabzi.jpg,,
293,Spicy Pineapple Paneer Tikka Tawa Pizza Recipe,"To begin making the Pineapple Paneer Tikka Tawa Pizza Recipe, get ready with all the ingredients and make the dough first.Mix flour, salt, sugar, and yeast into a mixing bowl.
Slowly add the milk and water and start making a dough.
Eventually, you will get a sticky dough, after about 5 minutes.Now grease your hands with some oil and on a flat surface, start kneading the dough.
Kneading is important as it will develop the gluten to make the base soft and palpable.Once the dough comes together in a round and smooth ball, cover and let it rest in a deep dish someplace warm.Place the dough into the mixing bowl itself and cover it with a damp cloth.
Place the bowl in a warm place.
After 90 minutes, the dough will be doubled.
If not, wait for another 30 minutes.We will move ahead to make the tikka masala.
Combine the yogurt and gram flour making a smooth paste.
Using a pestle and mortar, pound the ginger, garlic, and kasuri methi leaves to make a coarse paste.Add in the fennel seeds and ajwain and pound until blended.
Add this to the yogurt mixture.
Add in the remaining marinade ingredients into the yogurt mixture and stir to combine well.Place the paneer cubes in a large bowl, add in the tikka masala and allow it to rest covered for about half an hour to one hour or even overnight.Heat a skillet with oil, add the marinated paneer cubes and cook on either side by flipping at regular intervals so that it evenly get cooked.Once the paneer is cooked, you can clean the same pan and add some more oil and saute the bell peppers and pineapple for 5 minutes so that it gets cooked.Now to prepare the dish for Pineapple Paneer Tikka Tawa Pizza.
Oil a flat skillet or a tawa generously and put about 1 tablespoon semolina and rotate the pan to cover the base and edges.Punch the dough down and knead again for about half a minute.
Make 3 balls of equal size.Oil your hands and start flattening one of the balls and pulling it in the round and place it in the center of the pan.
Now use your fingers to push through the edges and evening out each pizza base.Poke the base using a fork, so that it gets cooked evenly.
Cook the base on slow heat for about 10 minutesAfter 10 minutes, spread pizza sauce on top, evenly spread over the base.
Top pizza base with pineapple, paneer tikka and bell peppers and sprinkle the grated mozzarella on top.Cover the Pineapple Paneer Tikka Tawa Pizza with a lid, and cook till the cheese melts and when lift the base slowly it has to lightly brown.Switch off the heat and shift the Pineapple Paneer Tikka Tawa Pizza to a serving plate and cut using the pizza cutter and serve hot.Serve the Pineapple Paneer Tikka Pizza Recipe along withWhite Bean Salad with Onions and Bell peppers and Eggless Mango Mousse Recipe to make it a delicious weekend dinner."," pineapple, red bell pepper,  cheese, flour, water knead the dough, cheese,curd , pizza pasta , paneer, milk, yeast, gram flour",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Sweet_and_Spicy_Pineapple_Paneer_Tikka_Pizza_Recipe_-1.jpg,,
294,Healthy Whole Wheat Brown Butter Banana Bread Recipe,"To begin making the Healthy Whole Wheat Brown Butter Banana Bread Recipe, melt the butter in a pan on medium heat.
Butter will start foaming and crackling.
Swirl the pan as the crackling subsides.At this stage the butter will start to change its colour to brown and will begin to start smelling nutty.
Turn off the flame and transfer butter to a large mixing bowl.
Allow the butter it cool.Pre-heat oven to 175 degree Celsius.
Grease an 8X5 inch loaf tin with butter and line with parchment paper in such a way that the parchment paper hangs over the edges.
This will help you lift out the banana bread easily once it's baked.Place some almonds on a baking sheet and put it into the oven while it is preheating, so the nuts get roasted in the preheating process.
Keep it for about 7 to 8 minutes.
Once the nuts are roasted, chop them up and keep aside.Once the butter has cooled, add sugar and mix well.
Add the eggs (or flax meal egg replacer) one at a time, mixing after each egg till everything has combined.
Add the milk and vanilla extract to this mixture, and give it another whisk.Peel the bananas and mash them into the mixture.In another bowl, combine the flours, baking soda and salt.
Sift this into the bowl with the banana mixture, and fold until everything is combined.
There is no need to blend or over mix at this stage.
Add the nuts and fold again.Pour the banana bread cake batter into the prepared loaf pan.
Sprinkle with a little sugar on the top, this gives an amazing crunchy crust to the bread.Tap once to get rid of air bubbles, and place the banana bread loaf pan in the oven.
Bake for about 50 to 60 minutes.
Start checking for done-ness around 50 minutes.
A skewer or fork inserted into the middle should come out clean when it done.
Once baked, let the bread cool in the pan for 8-10 minutes.
Lift the bread using parchment paper and let it cool on a wire rack for another 10 minutes before serving.Serve the Healthy Whole Wheat Brown Butter Banana Bread  as a tea time snack or pack into the lunch boxes for the kids school.","wheat flour, eggs , milk, bananas , vanilla, flour ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Richa_Gupta/Whole_Wheat_Brown_Butter_Banana_Bread_original.jpg,,
295,Maharastrian Batatyachi Bhaji Recipe-Quick and Simple Aloo Sabzi,"To begin making the Maharastrian Batatyachi Bhaji Recipe, we prepare all the ingredients and keep them ready.Heat the oil in a heavy bottomed pan; add mustard seeds, cumin seeds and allow it crackle.Add in the ginger, green chillies, onions, curry leaves, and asafoetida.Saute for a few minutes until the onions turn soft.
At this stage add in the turmeric powder, salt and potatoes.
Stir well until all the ingredients are well combined.Cover the pan, turn the heat to low and simmer the Batatyachi Bhaji few minutes until the aloo is well combined into the masalas.Once the potatoes are done check salt to taste and stir in the coriander leaves.Remove Maharastrian Batatyachi Bhaji into a serving bowl.Serve the Maharastrian Batatyachi Bhaji along with Puri, Sooji Halwa and Aluchi Bhaji for weekend lunch.
Traditionally it is served with Puran Poli Recipe With Toor Dal And Chana Dal.","onion, potato,tomato",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/1-aug/Batatyachi_Bhaji_Recipe_Maharashtrian_Potato_Sabzi-1.jpg,,
296,Mexican Style Sopa De Frijol Recipe - Red Kidney Beans Soup,"To begin with, the Mexican Red Kidney Beans Soup Recipe, let's start by washing and soaking the red kidney beans overnight or for at least 6-7 hours.
Add beans, oregano, salt, cumin powder, 2 garlic cloves, onion and 5 cups of water.
Boil them in a pressure pan for 30 to 40 minutes till they become soft and gooey.If you are boiling in a pot, bring them to a boil, and then reduce the heat to medium-low, cook covered and stirring occasionally, until beans are tender, about 2 hours.Once cooked transfer them in a blender and make a smooth puree.
Season it with salt and pepper.
Set aside.In a skillet add little oil and add chopped onions saute them till they become translucent and lose their crispness.
Now add chopped garlic (2 cloves) and continue to cook for a couple of minutes.
As the onions and garlic get cooked add chopped tomatoes and cook them till they become soft and tender.Let it cool and then transfer it in a blender to combine into a smooth puree.In a large saucepan combine the pureed beans and pureed tomatoes and add 1 cup water or vegetable stock.
Cook on a medium flame till it starts to thicken.Add fresh cream and season with Salt and Pepper.To make the Tortilla StripsBrush one face of tortilla with little olive oil and sprinkle with salt.
and cut them into strips, sprinkle with salt and cut them into strips.Place them on a baking tray or bowl.
They need not be flattened.
Bake them in a preheated oven on 180 degree Celsius for 5-7 minutes or until they become crisp and acquire a slight golden colour.To serve, divide soup among serving bowls, and sprinkle with crumbled cottage cheese or paneer and garnish it with Baked tortilla chips.Serve the Mexican Style Sopa De Frijol Recipe(Red Kidney Beans Soup Recipe) as an appetizer before your special dinner with some Cheese And Corn Tostadas Recipe and then end your meal with Mexican Vegetarian Bean & Cheese Enchiladas Recipe."," paneer ,vegetable stock cube, , tomato cored, onion, rajma ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anshu_Pande/Sopa_De_Frijol__Mexican_Red_Kidney_Beans_Soup_With_Baked_Tortilla_Chips.jpg,,
297,Gopalkala Recipe - Janmashtami Special),"To begin making the Gopal Kala Janmashtami Special Recipe, soak beaten rice in water for about 1-2 minutes, the variety of beaten rice used required just about 2 minutes to soften.If the beaten rice is of a thicker variety then it would take about 5 minutes to soften.Once beaten rice/poha softens, drain all the water and keep aside in the strainer for a minute until all water is drained off.We will now prepare the seasoning for the Gopalkala.
Heat ghee in a pan on medium heat; add the mustard seeds and allow it to crackle.
Next add cumin seeds, green chilies, ginger pieces and fry for a minute and turn off the heat.
Add the seasoning to the beaten rice, along with yogurt, finely chopped cucumbers, grated coconut, salt to taste.
Stir to combine the Gopalkala very gently.
Check the salt and adjust to suit your taste.Finally stir in the chopped coriander leaves and serve.Serve the Gopalkala as a special dish for Krishna Jayanti (Janmashtami Special)","coconut, poha), curd, cucumber",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Gopalkala__Janmastami_Special.jpg,,
298,Linzer Cookies Recipe,"To prepare Linzer Cookies Recipe, sift together the flour, ground almonds and salt.
Keep aside.Beat together the butter and sugar until light and fluffy (using an electric mixer or wooden spoon).Add the milk and vanilla, beat until incorporated.Add the flour mixture and beat at low speed until a dough forms.Wrap in plastic and chill for atleast 30 minutes.On a lightly floured surface, roll out chilled dough to about 1/4 inch thickness.Using a cookie cutter, cut out shapes and place 1-1/2 inches apart on a parchment lined or greased cookie sheet.Re-roll scraps and cut out cookies until all dough is used up.Using a smaller cookie cutter, cut out the centres of half of the cookie dough shapes you have on your cookie sheet.
You can bake the cut out centres too, or roll them back to make more cookies similarly until all the dough is used up.Chill your sheet for 30 minutes or freeze for 10 minutes.
This helps the cookies maintain shape.Meanwhile preheat your oven to 180 C / 350 F.Bake the cookies for 14-16 minutes, rotating the pans at around 8 minutes.The cookies will only lightly brown around the edges.Let cool on pan for 3-4 minutes and completely on a wire rack.Once cool , spread a teaspoon or so of jam on the underside of the whole cookie and dust the top of the cookies with the centres cut out with icing sugar.Sandwich them and enjoy Linzer Cookies Recipe during tea time.","milk, vanilla, jam preserves, flour",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/flours_n_frostings/Linzer_cookies.jpg,,
299,Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage Recipe,"To begin making the Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage recipe, wash and cut broccoli in small florets and keep aside.Keep the chicken sausages in a microwave and keep aside to cool.Heat oil in a non stick pan/wok and add broccoli florets and saute for a minute or two.Now add salt, pepper, vinegar, sauces and saute for another couple of minutes.
Cut the sausages in round slices and add in the pan.Mix well with broccoli and cook till the florets are tender.Sprinkle sugar to give mild sweetness to the vegetable and turn off the gas.
Serve hot.
Serve Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage Recipe on its own or along with a Tomato Noodle Soup for weeknight dinner.","chicken sausage, soy sauce,  green chilli sauce, broccoli, vinegar",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Chinese_style_sweet__spicy_broccoli_stir_fry_with_sausages.jpg,,
300,Alu Bukhara Murgh Recipe - Chicken With Indian Plums,"To begin making the Alu Bukhara Murgh recipe, firstly wash and clean chicken pieces nicely under running water.In a large mixing bowl, add curd and whisk it well.Add 1 tablespoon each of ginger & garlic paste, green chilli paste, pureed plum, salt, red chilli powder and mix well.Mix the chicken pieces with the curd mix and marinate for about an hour.For marination you can cling wrap the bowl and keep it in the refrigerator for about 1 hour.Heat oil in wok/kadhai on medium flame and add all whole spices - bay leaf, shahi jeera, cloves, black pepper,  green cardamom, black cardamom, cinnamon stick into it and wait till they crackle.Now add the remaining ginger garlic paste and sauté for a while.Add the onion paste and fry till the raw smell goes off and the mix starts turning brown in colour.Once the onion starts smelling good, add in the marinated chicken along with entire marinade and mix well.Gradually, the curd will start loosing water and the curry shall look thin.
Keep the flames high and keep mixing in regular intervals till the curd reduces.Now add coriander powder, turmeric powder, green chilies and sliced plums and mix again.Cover the lid and allow the chicken to cook till oil starts leaving the sidesof the kadai.
You can adjust the quantity of oil if required.Once the gravy looks golden in colour and oil starts oozing out well, add in some warm water (around 3/4 cup), stir and adjust salt according to taste.Cover the lid again and let the curry cook till chicken softens.Garnish with fresh coriander and serve hot.
Serve the delicious Alu Bukhara Murgh recipe with Butter Garlic Naan or Pudina Tawa Paratha and Kachumber for a weekend lunch or dinner."," onion , curd, chicken, alu bukhara ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/Alu_Bhukhara_Murgh__Chicken_cooked_with_Indian_Plums.jpg,,
301,Homemade Red Chilli Garlic Sauce Recipe,"To begin making the Chilli Garlic Sauce Recipe, blend all the ingredients in the blender until you get almost smooth paste.
Adjust the salt and vinegar to suit your taste.The vinegar and salt act a preservative.Store the sauce in a glass jar and allow it to rest for about a day or two, so the flavours get blended well.
Refrigerate the sauce after that for about a month.Serve Homemade Red Chilli Garlic Sauce Recipe as a dip to dunk Vegetable Bajji Recipe - Pakora/Fritters and enjoy.","rice ,vinegar, red chilli ",https://www.archanaskitchen.com/images/archanaskitchen/BasicRecipes_Sauces_Pastes_Purees/Homemade_Chilli_Garlic_Sauce_Recipe_1600.jpg,,
302,Peach Lassi Recipe - Peach Yogurt Smoothie,"To begin making the Peach Lassi Recipe, first peel and cut peaches into equal size pieces.Add the yogurt, diced peaches, mint leaves and honey in a blender.
Blend until smooth and there are no lumps from the peaches.You can add a little water to adjust the consistency of the Peach Lassi to suit your taste.
After adding water blend the liquid once again to combine well.
Check the sweetness levels and adjust by adding more or less honey as required.Pour the Peach Lassi into the serving glasses, garnish with peach slices and mint leaves and serve chilled as a summer afternoon drink or even after an elaborate Indian Lunch of Rajasthani Dal Baati Churma on the weekends.","peaches, mint leaves , peaches ripe, curd",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Beverages/Peach_Lassi_Recipe_Peach_Yogurt_Drink-1_1600.jpg,,
303,Masala Jowar Methi Roti Recipe,"To begin making Jowar Methi roti, heat water in a pan and add salt and oil.
Mix it well.
The water has to be luke warm to knead the flour.In a mixing bowl, add the jowar flour, wheat flour, methi leaves, red chilli powder, turmeric powder and salt and knead well.
Keep adding little luke warm water at a time until the dough becomes soft and non-sticky.It should be kneaded properly, as we will make the roti’s immediately without giving any resting time to the dough.Keep the dough covered with clean damp cloth so that it does not dry.
The next step is to cook the rotis.
Keep a iron tawa/griddle on medium flame.Dust your rolling surface with little whole wheat flour.Now we will start making the rotis using our hands.
Divide the dough into 6 - 8 equal portions and roll out a portion of the dough into a round and thick roti using your hands.
You can shape the roti by pressing out a circle with your fingers as well.Place the roti over the pre-heated skillet and cook it for a few seconds on one side or till a few bubbles appear on top.Turn over the roti and cook the other side for a few more seconds.
Lift the roti with tongs and roast over the direct flame till brown spots appear on both the sides.Similarly, prepare the remaining Rotis.Serve the Masala Jowar Methi Roti Recipe along with Smoked Dal Makhani Dhaba Style, Jain Style Whole Green Moong Dal Subzi and raita by the side to enjoy your lunch.","wheat flour, jowar flour",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Masala_Jowar_Methi_Recipe.jpg,,
304,"Kesar Mawa Gujiya Recipe- Gujiya Stuffed With Saffron, Khoya & Nuts","To begin making the Kesar/ Kesari Mawa Gujiya recipe, firstly add flour and melted ghee in a wide bowl.
Mix them together using your finger tips.Next, add warm water little at a time and knead into a soft and stiff dough.
Cover with wet cloth and leave it aside.Crumble mawa with your fingers.
Heat a non-stick pan and add crumbled mawa.
Keep stirring and cook mawa/khoya on low flame.Once mawa starts to turn smooth, add raisins, chironji nuts, cardamom powder and powdered sugar.
Mix well and remove from flame and let it cool completely.To make sugar syrup, add sugar and water into a saucepan and bring it to a boil.
Keep stirring and continue to boil it till it reaches two string consistency.
Turn off the flame and add saffron strands and let it sit for some time.
Two String consistency: When you take a small blob of sugar syrup between your index finger and thumb and pull apart, you must see 2 strings.Divide the gujiya dough and mawa mixture into equal portions.
Roll each ball into 3 or 4 inches diameter.
Brush the edges with water to help seal.Place one portion of mawa mixture in the centre and fold into half sealing the edges.
Press the edges to make sure they don’t open up while frying.Heat oil in a deep fry pan.
Once oil turns hot, carefully add the kesar mawa gujiyas and deep fry until golden brown.
Remove from oil and drain on kitchen tissue paper.Once the mawa gujiyas cools down a bit, soak them in kesar sugar syrup for about 10 to 15 minutes.Then remove from kesar sugar syrup and serve.
You can garnish with slivered pistachios, saffron strands and dried rose petalsServe Kesar/ Kesari Mawa Gujiya as a snack during festivals like Holi or Diwali or as a sweet during any special occasions along with a Thandai or Masala Chai","khoya , saffron , pistachios, saffron strands, rose dried, raisins, flour, chironji",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Kesari_Gujiya.jpg,,
305,Chocolate Rava Ladoo Recipe,"To begin making the Chocolate Rava Ladoo Recipe,  first, melt a teaspoon of ghee in a small pan on low heat; roast the cashew nuts until lightly golden and crisp.
Once roasted add in the raisins and sauté for a few seconds.
Turn off the heat and keep this aside.Heat 1/4 cup of ghee in a pan; add in the rava / semolina to the pan.
Roast the rava until you get a roasted aroma and it is turning slightly golden in color.
It is important to roast the rava, stirring continuously on very low heat.
High heat can cause the rava to brown.Once roasted add in the almond powder, roasted cashews and raisins, cardamom powder and sugar.Saute for just a few more seconds until the mixture is well combined.
Allow it to cool slightly.
Once cooled, add the cocoa powder and shape the chocolate rava ladoo mixture into 15 equal size balls.If you are unable to hold the mixture and shape it into a ball; add in a tablespoon of milk or ghee or both to help it come together.The Rava Ladoos are now ready to be served.
Store them in an airtight container for about 2 weeks and serve it for the festivals or simply as a dessert after your meal.Serve Chocolate Rava Ladoo Recipe during festivals or special occasions to your guests with some tea time snacks like Cheese Crackers and Baked Banana Chips.","cashew nuts, coconut, raisins, semolina",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Chocolate_Rava_Ladoo_Recipe_17_1600.jpg,,
306,Hearty Vegetable Tortilla Soup Recipe,"To prepare Hearty Vegetable Tortilla Soup Recipe, heat some olive oil on a medium flame until hot in a large saucepan.Add the onion, garlic, and jalapeño.
Saute for about 3 minutes or until softened, stirring occasionally.Stir in the cumin, then the chopped tomatoes, zucchini, bell peppers, sweet corn, water and vegetable stock.Simmer for about 3 minutes, then add black beans and the red chilli pepper flakes.Cook for 13 minutes, or until slightly thickened, stirring occasionally.Season with salt and pepper to taste.Mix all the ingredients mentioned to prepare pico de gallo in a mixing bowl.In a soup bowl, crumble few pieces of tortilla chips roughly, add few pieces of avocado, pour 2 ladles of soup with veggies.Top it with some pico de gallo, few pieces of avocado, cilantro.Enjoy Hearty Vegetable Tortilla Soup Recipe with a crusty bread like focaccia.","tomato, vegetable stock, , jalapenos, red green bell peppers , avocado, onion, sweet corn, green zucchini, red chilli sauce",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/blognnb-gmail.com/Hearty_Vegetable_Tortilla_Soup_Recipe.jpg,,
307,Boondi Ki Kheer Recipe,"To begin making the Boondi Ki Kheer Recipe, firstly blanch the almonds and cut them into slivers and keep them ready.
See How to blanch Almonds here.
You can either use store bought sweet boondi or make it at home.
Here's how to make homemade Sweet Boondi / Meethi Boondi Recipe.
Getting ahead with the Boondi Ki Kheer RecipeAdd milk in a sauce pan on medium high flame and bring it to a brisk boil.
Once the milk has boiled, reduce the flame to medium- low, add in the saffron strands, and cardamom and let the milk reduce to half its volume.
We are looking for a creamy, thick kheer.
 Once it reduces to half its quantity, turn off the flame.
At this stage add in the rose water, almond slivers and the sweet boondi.
Serve the the Boondi Ki Kheer hot or cold , according to your choice.
Serve Boondi Ki Kheer Recipe as a dessert after a meal of Dal Bukhara Recipe (Punjabi Style Black Urad Dal), Cheese Garlic Naan Recipe, Pickled Onions, Pudina Mushroom And Soya Biryani Recipe and Coriander Tadka Raita Recipe","sweet boondi, milk, saffron strands, rose water",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Donna_George/Boondi_Ka_Kheer_Recipe-3_1600.jpg,,
308,Suran Ja Tuk Recipe - Sindhi Deep Fried Yam / Jimikand,"To begin making the Suran Ja Tuk Recipe, in a pressure add 1/4 cup of water, some salt to taste and the peeled and cubed yam .
Close the pressure cooker, and pressure cook for 1 whistle.
Turn off the flame.
Instantly release the pressure, by lifting the whistle with a spoon.
Open the lid of the pressure cooker, drain out all the water and place the boiled yam cubes on an absorbent paper.
Heat oil in a kadai.
Place a yam cube on your palm and slightly smash to flatten keeping the entire yam piece intact.
Repeat the same for all the yam cubes.
Now gradually add the Suran Ja Tuk into the kadai with hot oil.
Fry them until it gets a deep golden brown colour.
Remove them using a slotted spoon and place on an absorbent paper.
Once the excess oil has drained out, place these Suran Ja Tuk in a serving platter, sprinkle cumin powder, red chilli powder and amchur powder and serve.
Serve Suran Ja Tuk along with a meal of Sindhi Koki, Sindhi Sai Bhaji Recipe - Wholesome Sindhi Dal With Vegetables, Papad, and Dahi for an indian lunch or dinner."," amchur , elephant yam ",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Articles/Suran_Ja_Took_Recipe_Sindhi_Yam_Recipe-1_1600.jpg,,
309,Tofu Scramble Recipe,"To begin making the Tofu Scramble Recipe, heat olive oil in a heavy bottomed pan.Add the garlic and onions and saute until the onions are lightly caramelized.Once done add the tomatoes, green chilies and saute until the tomatoes become soft.After the tomatoes are soft stir in the turmeric powder, cumin powder and garam masala powder and saute for a few seconds.
Finally stir in the crumbed tofu, add salt and pepper and combine well.
Check the salt and spices and adjust to suit your taste.
Cover the pan and simmer for a minute and turn off the heat.Finally stir in the chopped parsley leaves.Serve the Tofu Scramble Recipe along with a toasted bread and Muskmelon Juice to kick start your day with a high protein breakfast.
","tomato,  tofu firm,onion",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sapana_Behl/Scrambled_Tofu.jpg,,
310,Soulful Chicken Soup Recipe,"To begin making the Soulful Chicken Soup Recipe, thoroughly wash and clean the chicken.In a pressure cooker add chicken pieces, onions, carrot, peppercorns, garlic and ginger, 2 cups of water and pressure cook for 3 whistle.
Turn off the flameAllow the pressure to release naturally.
, drain the stock through a muslin cloth and transfer the stock into a saucepan.Place the saucepan with the stock on medium flame, add sweet corn, spring onions and cream and bring it to a boil.
Add salt and crushed peppercorns,adjust the seasoning and serve hot.Serve the Chicken soup with garlic bread or toast to enjoy it as your evening snack or as your Morning Breakfast.
","spring onion greens, carrot, onion, sweet corn, chicken drumstick",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Soulful_Chicken_Soup_Recipe_.jpg,,
311,Malabar Parrot Recipe - Kerala Parrot Recipe,"To begin making the Malabar/Kerala Parotta recipe, in a mixing bowl or a food processor, add the maida, ghee, milk, sugar, salt and sufficient lukewarm water and make a firm dough.Cover the malabar parotta dough and allow it to rest 15 to 20 minutes.Divide the malabar parotta dough into equal portions and roll them into balls.Place a ball on a worktop and roll the malabar/kerala parotta with the help of a rolling pin into thin sheet.Now apply some ghee on the rolled malabar parotta and dust it with the little maida.Make small pleats like an accordian and then bring the pleats together.
Start to roll the malabar parotta into a round pinwheel from one end.
Dust in flour and roll into a circular shape.Do the same with the remaining portion of the malabar parotta dough.
Heat the tawa over medium heat; add the rolled out malabar/ kerala parotta and cook without ghee for a few seconds until the raw look goes away.
Drizzle little ghee and cook the malabar parotta from both sides until lightly brown and crisp.Serve Malabar Parotta with Vegetable Kurma and Kerala Style Egg Roast Curry Recipe as a weeknight dinner or as a paratha for and indian party menu with friends and family.","milk, flour ",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Malabar_Parotta_Recipe_Kerala_Parotta_Layered_Flaky_Recipes-3_1600.jpg,,
